102|Misha|Louanna|Teriann|10.19972|10.71212
103|Lilith|Honoria|Flory|10.44308|10.80962
104|June|Eugenia|Marjie|10.03737|10.08168
105|Maridel|Secrest|Julieta|10.02224|10.97401
106|Jenilee|Plato|Atlanta|10.27022|10.89512
107|Robinia|Schonfeld|Ardys|10.95663|10.86212
108|Flory|Dowski|Celisse|10.10139|10.59119
109|Dorothy|Norvol|Benita|10.12188|10.44383
110|Ricky|Si|Raina|10.60472|10.67731
111|Benita|Shelba|Emelina|10.10709|10.49953
112|Maryellen|Orlene|Misha|10.34618|10.21500
113|Viviene|Gower|Brandise|10.58333|10.42813
114|Louella|Claudine|Camile|10.09338|10.10349
115|Ashlee|Goode|Paola|10.86295|10.62116
116|Alexine|Simmonds|Dorene|10.37124|10.02106
117|Deirdre|Lacombe|Sonni|10.12129|10.80979
118|Orsola|Belanger|Ebonee|10.64219|10.50840
119|Livvyy|Arley|Chloris|10.71303|10.22425
120|Brana|Serilda|Letizia|10.58542|10.56488
121|Rosabelle|Cordi|Sabina|10.25626|10.73684
122|Janis|Vilma|Marleah|10.67668|10.30493
123|Sallie|Jess|Taffy|10.49685|10.76746
124|Sissy|Andrel|Gwyneth|10.99349|10.56705
125|Carolina|Delila|Gale|10.14970|10.81335
126|Yvonne|Abram|Rayna|10.46060|10.21679
127|Rori|Chesna|Lynea|10.72777|10.30288
128|Nollie|Henebry|Farrah|10.79175|10.79614
129|Linet|Merell|Brianna|10.19084|10.71854
130|Merle|Emerson|Lanna|10.40610|10.67500
131|Tina|Kat|Tatiania|10.14445|10.61858
132|Kamilah|Gladstone|Ardeen|10.28988|10.10438
133|Charmaine|Vale|Concettina|10.77890|10.95721
134|Florencia|Ivens|Florencia|10.20424|10.05381
135|Linzy|Whiffen|Mariann|10.24617|10.63247
136|Julieta|Anderea|Susette|10.61473|10.94172
137|Tatiania|Revkah|Dorothy|10.32902|10.54399
138|Courtnay|Germann|Mary|10.97011|10.81328
139|Isa|Pond|Chandra|10.22602|10.95211
140|Trixi|Firmin|Janey|10.77751|10.19291
141|Adriana|Merat|Sue|10.86721|10.98823
142|Jessamyn|Cecile|Cyndie|10.37857|10.18660
143|Sonni|Gwenore|Jerry|10.58119|10.61312
144|Atlanta|Berne|Leia|10.07301|10.59114
145|Viki|Wandie|Aubrie|10.75568|10.65245
146|Henriette|Jeanne|Carilyn|10.90219|10.36851
147|Nannie|Ehrman|Lexine|10.31671|10.64315
148|Nadine|Lay|Angela|10.23932|10.48326
149|Lizzie|Ochs|Cristabel|10.25179|10.15125
150|Chastity|Minetta|Glynnis|10.61895|10.39012
151|Anica|Pulsifer|Fernande|10.21290|10.31278
152|Bobbi|Dulciana|Aurelie|10.78287|10.12249
153|Wilma|Francene|Sidoney|10.87171|10.14389
154|Nadine|Anton|Marleah|10.76620|10.65342
155|Jackie|Roxanna|Edith|10.85134|10.77647
156|Loree|Zeeba|Edith|10.93985|10.11377
157|Alia|Gusella|Robbi|10.80413|10.54138
158|Lacie|Ramona|Lorne|10.81752|10.00871
159|Rosanne|Corrine|Jenilee|10.89631|10.71184
160|Wynne|Valerio|Sherrie|10.86083|10.99735
161|Korrie|Mata|Roseline|10.10402|10.24326
162|Wileen|Parette|Nicoli|10.01573|10.74834
163|Gabriellia|Fadiman|Magdalena|10.90414|10.55408
164|Vivia|Rosalba|Sharai|10.88945|10.37277
165|Olivette|Xerxes|Ezmeralda|10.01039|10.00804
166|Maryellen|Harned|Betta|10.01084|10.26593
167|Dominga|Hunfredo|Farrah|10.12941|10.40441
168|Deloria|Maryanne|Dale|10.37838|10.91465
169|Hettie|Paton|Nannie|10.33895|10.45723
170|Ebonee|Ball|Silvana|10.98138|10.85963
171|Janeczka|Nea|Alie|10.53144|10.15056
172|Anica|Duwalt|Lexine|10.23223|10.30089
173|Marjie|Bronk|Sara-Ann|10.47565|10.11611
174|Dacia|Sholley|Marline|10.33534|10.73520
175|Rubie|Ventre|Loree|10.65036|10.80507
176|Tomasina|Alfons|Brena|10.68612|10.42279
177|Giustina|Vastah|Sherrie|10.06179|10.39343
178|Katharina|Markman|Jessy|10.09287|10.04259
179|Coral|Denis|Lauryn|10.57160|10.61504
180|Grier|Paton|Bettine|10.64258|10.58937
181|Jeanna|Bartlett|Gloria|10.58946|10.26098
182|Cristabel|Teryn|Ashlee|10.79301|10.21764
183|Giustina|Aloise|Corly|10.15084|10.91170
184|Gloria|Marijo|Robinia|10.55150|10.12823
185|Bertine|Ilka|Farrah|10.13992|10.34135
186|Correy|Etom|Jessamyn|10.09207|10.01370
187|Cassondra|Amethist|Deloria|10.65549|10.91903
188|Ada|Durante|Lesly|10.60431|10.18254
189|Shell|Rodmann|Bernie|10.41196|10.81415
190|Clary|Kauppi|Alia|10.64039|10.02334
191|Shannah|Arley|Rosanne|10.31464|10.91570
192|Nita|Caitlin|Roz|10.63554|10.48278
193|Kimmy|Tengdin|Atlanta|10.60463|10.04873
194|Gabi|Dannye|Emmey|10.93510|10.86075
195|Jacquetta|Lattie|Candy|10.30657|10.24929
196|Brandise|Goddard|Shauna|10.46088|10.32976
197|Kaia|Leary|Gloria|10.19881|10.74823
198|Chere|Rogerio|Joelly|10.57053|10.70049
199|Cherilyn|Kussell|Melanie|10.87885|10.59693
200|Lucy|Neva|Gusella|10.43267|10.59609
201|Gilda|Zina|Alejandra|10.17331|10.75654
202|Sue|Iphlgenia|Phedra|10.20703|10.00647
203|Gratia|Skell|Demetris|10.33284|10.01464
204|Nonnah|Salvidor|Fawne|10.14342|10.25248
205|Judy|Lia|Shaine|10.47698|10.46245
206|Hayley|Tannie|Ernesta|10.88098|10.87077
207|Rori|Phi|Roz|10.84097|10.37206
208|Elie|Jehu|Britte|10.45560|10.12089
209|Brena|Simmonds|Maurene|10.21793|10.89075
210|Christy|Vernier|Priscilla|10.50520|10.27533
211|Aimil|Belanger|Stacey|10.99934|10.96623
212|Allis|Nahum|Sheree|10.95395|10.25123
213|Amalie|Allys|Magdalena|10.20514|10.54818
214|Beverley|Hunfredo|Lenna|10.44620|10.87394
215|Sonni|Alisia|Ottilie|10.11502|10.43536
216|Claudina|Borrell|Melina|10.18903|10.73112
217|Helena|Lauraine|Bernie|10.21594|10.29493
218|Dari|Wooster|Zaria|10.00548|10.24005
219|Ardys|Berne|Clarice|10.98788|10.56424
220|Sybille|Belanger|Brandise|10.28136|10.97544
221|Fidelia|Valerio|Cacilie|10.79326|10.99349
222|Gwyneth|Cyrie|Ardys|10.02651|10.21197
223|Gabi|Campball|Bobbi|10.06517|10.55925
224|Stacey|Lumbard|Hettie|10.91463|10.04683
225|Kassey|Stacy|Cacilie|10.36461|10.40637
226|Nariko|Dowski|Violet|10.68243|10.98582
227|Jordan|Lalitta|Gilligan|10.90936|10.43857
228|Tabbatha|Wolfgram|Lila|10.42439|10.65207
229|Sheree|Mike|Elie|10.12795|10.34708
230|Rosanne|Bach|Paulita|10.07587|10.72926
231|Lynnea|Gale|Nickie|10.34190|10.74381
232|Correy|Malina|Jessy|10.09640|10.90288
233|Tami|Brittani|Gabi|10.03392|10.82744
234|Roxane|Audly|Sallie|10.06268|10.87468
235|Rosene|Zenas|Brynna|10.15891|10.06573
236|Katleen|Harriman|Claudina|10.68597|10.61110
237|Kamilah|Gherardo|Sallie|10.53449|10.87654
238|Randa|Rheingold|Halette|10.12693|10.16864
239|Vere|Destinee|Tera|10.12171|10.84005
240|Briney|Center|Flory|10.65617|10.01534
241|Anallese|Ball|Jennica|10.99484|10.69433
242|Daryl|Minetta|Melanie|10.88999|10.90306
243|Sabina|Ezar|Nessie|10.37767|10.74554
244|Gusella|Suzetta|Therine|10.77188|10.84352
245|Adele|Billye|Dulce|10.86707|10.30247
246|Sean|Sheedy|Agnese|10.21805|10.71609
247|Blake|Olympium|Isa|10.69979|10.23272
248|Mariele|Berriman|Lucille|10.20711|10.50892
249|Louella|Adrienne|Halette|10.11685|10.32560
250|Trixi|Nunci|Shell|10.57272|10.63241
251|Maryellen|Parsaye|Carlie|10.43446|10.11383
252|Adele|Teddman|Suzette|10.40794|10.19462
253|Johna|Longfellow|Roz|10.32402|10.94222
254|Georgina|Dahlia|Isa|10.17189|10.19569
255|Roxane|Bohlin|Stephanie|10.13347|10.98026
256|Sherrie|Corabella|Bertine|10.04485|10.38197
257|Jaime|Longfellow|Lynea|10.88907|10.61013
258|Lonnie|Verger|Myriam|10.79100|10.54519
259|Joelly|Uird|Kathi|10.61241|10.91479
260|Layla|Eckblad|Roslyn|10.39892|10.06736
261|Celisse|Gunn|Beth|10.81573|10.54204
262|Mignon|Zrike|Beatriz|10.57247|10.10975
263|Daryl|Magnolia|Almeta|10.30317|10.07647
264|Stevana|Masao|Starla|10.74268|10.38630
265|Darci|Dreda|Concettina|10.28798|10.96276
266|Michaelina|Johanna|Marsiella|10.28088|10.67175
267|Neila|Janith|Monika|10.88829|10.90898
268|Fanchon|Lucienne|Lilith|10.93016|10.94255
269|Kirstin|Garek|Merrie|10.23168|10.90422
270|Wilma|Eugenia|Hannis|10.50709|10.49017
271|Mellicent|Maryanne|Phylis|10.60405|10.30374
272|Emylee|Lindemann|Leanna|10.40207|10.78186
273|Nikki|Magnolia|Sheelagh|10.22817|10.94040
274|Maye|Henebry|Marinna|10.45089|10.13867
275|Cyb|Ioab|Jeanna|10.85997|10.27061
276|Doro|Neva|Melisent|10.66522|10.81631
277|Merle|Bebe|Livvyy|10.41778|10.80956
278|Angela|Grosz|Kalina|10.39937|10.58271
279|Gusella|Casimir|Caressa|10.16670|10.93563
280|Heida|Fredi|Ofilia|10.36447|10.43834
281|Aigneis|Hashim|Paulita|10.52091|10.31464
282|Helsa|Wooster|Stacey|10.83453|10.62239
283|Patricia|Gwenore|Carolina|10.99441|10.08127
284|Christian|Magdalen|Glynnis|10.14253|10.48412
285|Iseabal|Hourigan|Peri|10.68167|10.90942
286|Pearline|Edmund|Merry|10.85350|10.66352
287|Mallory|Garbe|Cacilie|10.06495|10.02180
288|Karly|Kravits|Bobbi|10.13143|10.70780
289|Althea|O'Carroll|Teriann|10.58577|10.91664
290|Halette|Nea|Talya|10.28082|10.07593
291|Joceline|Longfellow|Kathi|10.33634|10.16012
292|Kenna|Halsey|Judy|10.50584|10.26958
293|Tina|Malina|Annice|10.62272|10.24455
294|Elbertina|Bahr|Nadine|10.62043|10.28633
295|Frank|Hazlett|Edee|10.79500|10.34543
296|Annabela|Morehouse|Violet|10.48262|10.88491
297|Dagmar|Hewitt|Quintina|10.35909|10.52337
298|Robbi|Ophelia|Ellette|10.66620|10.29882
299|Nannie|Jalbert|Roxane|10.13430|10.11576
300|Deane|Willie|Evaleen|10.81633|10.18343
301|Corly|Egbert|Marline|10.42606|10.11899
302|Veda|Othilia|Maisey|10.48906|10.40906
303|Alyda|Amadas|Gwyneth|10.19021|10.48292
304|Elena|Ludewig|Chere|10.49881|10.54573
305|Dolli|Yorick|Glynnis|10.93615|10.71077
306|Margette|Donell|Hollie|10.10417|10.29416
307|Jackie|Beebe|Minne|10.90747|10.15491
308|Shannah|Lia|Willetta|10.61193|10.97692
309|Madeleine|Goddard|Zia|10.61317|10.26219
310|Shaine|Henebry|Marcelline|10.85048|10.86574
311|Lucy|Carbo|Annabela|10.75810|10.05776
312|Corene|Carri|Valli|10.07670|10.58876
313|Vita|Margarete|Keelia|10.14653|10.51579
314|Ruthe|Cordi|Belinda|10.75460|10.80966
315|Jean|Howlyn|Ottilie|10.48298|10.01770
316|Gerrie|Schenck|Drucie|10.59210|10.18429
317|Margarette|Allare|Siana|10.28832|10.84767
318|Leontine|Killigrew|Flory|10.74414|10.79164
319|Dolli|Maribeth|Blondelle|10.21028|10.80597
320|Susan|Redmond|Atlanta|10.16479|10.86010
321|Dulce|Saunderson|Anestassia|10.81753|10.99382
322|Cyndie|O'Rourke|Claudina|10.12670|10.42383
323|Cyb|Cloris|Kara-Lynn|10.65033|10.66207
324|Zaria|Dosia|Gabriellia|10.39573|10.19689
325|Hannis|Lia|Harrietta|10.29365|10.68801
326|Emylee|Kesley|Ilse|10.10011|10.75011
327|Drucie|Aldric|Elka|10.68492|10.29161
328|Malina|Suk|Sindee|10.88433|10.57992
329|Ernesta|Cottle|Amalie|10.19318|10.45476
330|Tiffie|Saree|Peri|10.10035|10.30334
331|Steffane|Egbert|Aryn|10.05887|10.74433
332|Dominga|Dorine|Diena|10.12969|10.55050
333|Melisent|Flyn|Marcelline|10.06198|10.12610
334|Teddie|Pyle|Tracey|10.02421|10.69296
335|Collen|Jalbert|Fanchon|10.23410|10.14069
336|Petronia|Thad|Cathyleen|10.79497|10.43576
337|Barbara|Lemuela|Alie|10.32282|10.19877
338|Coral|Abbot|Mara|10.33336|10.42512
339|Andree|Caitlin|Tonia|10.48065|10.01123
340|Consuela|Melony|Justinn|10.45148|10.34704
341|Bettine|Nore|Nelle|10.45905|10.15083
342|Debee|Colp|Winny|10.81454|10.14411
343|Michaelina|Hollingsworth|Justinn|10.54737|10.04386
344|Charissa|Dannye|Mureil|10.27691|10.41693
345|Cordi|Johnsson|Ermengarde|10.59620|10.60712
346|Ninnetta|Lia|Karly|10.07181|10.69250
347|Meriel|Gaal|Marsiella|10.02266|10.18373
348|Nadine|Sancho|Estell|10.55845|10.96676
349|Sara-Ann|Millda|Joleen|10.23004|10.40023
350|Modestia|Dorcy|Rosaline|10.59689|10.20722
351|Odessa|Paine|Zondra|10.31552|10.30492
352|Xylina|Erlandson|Amalie|10.42758|10.33856
353|Kaja|Beniamino|Trixi|10.62657|10.92729
354|Alexine|Jerald|Tatiania|10.72847|10.23534
355|Lynea|Sperling|Alie|10.60270|10.53642
356|Ana|Velick|Krystle|10.74097|10.23501
357|Linzy|Gwenore|Jobi|10.84451|10.61029
358|Blondelle|Tjon|Halette|10.43762|10.98540
359|Modestia|Dawkins|Taffy|10.92872|10.42114
360|Therine|Flyn|Pamella|10.95999|10.30036
361|Cam|Rooney|Silvana|10.87912|10.66232
362|Charissa|Konyn|Violet|10.90192|10.11912
363|Jemie|Nedrud|Aurelie|10.48741|10.72712
364|Tabbatha|Johnsson|Pamella|10.50474|10.75949
365|Caressa|Melleta|Clary|10.77637|10.47662
366|Bobbi|McAdams|Mady|10.47230|10.96000
367|Aimil|Seligman|Ofilia|10.50332|10.44286
368|Aeriela|Erich|Augustine|10.22772|10.63690
369|Jenda|O'Neill|Talya|10.50774|10.59776
370|Dacia|Sibyls|Gianina|10.75647|10.29917
371|Cam|Elbertina|Lyssa|10.83489|10.54160
372|Deane|Jacobah|Tobe|10.00113|10.03192
373|Trixi|Lareena|Oona|10.23613|10.88045
374|Meg|Cloris|Donetta|10.49083|10.71768
375|Cyb|Torray|Cordi|10.90888|10.40652
376|Angelique|Screens|Gabi|10.12442|10.60901
377|Janeczka|Monk|Justinn|10.76927|10.02965
378|Britte|Hazlett|Joy|10.16742|10.05422
379|Anallese|Radu|Jaclyn|10.15714|10.64468
380|Amalie|Mike|Nariko|10.92199|10.30972
381|Zaria|Kauppi|Loree|10.10434|10.27287
382|Jsandye|Marcellus|Jeanna|10.67880|10.71341
383|Shannah|Jenness|Lucille|10.03694|10.85883
384|Frank|Pacorro|Katuscha|10.90353|10.65683
385|Wanda|Kress|Romona|10.33553|10.41812
386|Lexine|Norvol|Stephanie|10.26081|10.76517
387|Alleen|Destinee|Gilligan|10.13339|10.23074
388|Kathy|Francyne|Karly|10.92519|10.37616
389|Dulce|Mauer|Chloris|10.87854|10.62766
390|Dorice|Firmin|Tiffie|10.72476|10.97578
391|Merrie|Marijo|Flory|10.05116|10.15555
392|Adriana|Adlare|Amalie|10.15793|10.30082
393|Alie|Diogenes|Aili|10.46221|10.94616
394|Sonni|Yorick|Rosanne|10.38476|10.37049
395|Vivia|Trinetta|Gui|10.39080|10.02614
396|Jan|Bakerman|Trixi|10.52686|10.15027
397|Alejandra|Merat|Myriam|10.63173|10.63698
398|Karina|Alejoa|Laurene|10.95905|10.51814
399|Bernie|Margarete|Elie|10.35127|10.72800
400|Drucie|Fredi|Demetris|10.54066|10.28933
401|Clarice|Delacourt|Pamella|10.44226|10.08286
402|Selia|Ortrude|Gwyneth|10.82773|10.26659
403|Ricky|Eldrid|Candi|10.55301|10.64386
404|Ileana|Janith|Genovera|10.68044|10.29571
405|Heddie|Franza|Tarra|10.48556|10.07296
406|Kimmy|Idelia|Lisette|10.90786|10.06900
407|Beverley|Codding|Mady|10.10300|10.54311
408|Tarra|Sigfrid|Tersina|10.76148|10.07170
409|Kate|Erskine|Gianina|10.54729|10.01513
410|Althea|Annice|Gilda|10.70224|10.94903
411|Sue|Chem|Tiffie|10.13131|10.96288
412|Codie|Jaylene|Annora|10.42549|10.29210
413|Tracey|Tryck|Laure|10.50153|10.39378
414|Coral|Wittie|Valeda|10.36854|10.38616
415|Ekaterina|Karl|Charmaine|10.99777|10.61081
416|Orelia|Sadowski|Frieda|10.63179|10.60716
417|Wanda|Thema|Rubie|10.71133|10.57077
418|Janenna|Joli|Karlee|10.50596|10.32393
419|Susan|Brittani|Sue|10.69519|10.63349
420|Gisela|Thornburg|Nikki|10.84143|10.00862
421|Daryl|Goddard|Siana|10.23235|10.61354
422|Fernande|Mullane|Hermione|10.61900|10.22432
423|Jenilee|Ahab|Mildrid|10.08055|10.36543
424|Ezmeralda|Carlson|Clo|10.96986|10.75700
425|Corry|Stefa|Esmeralda|10.47090|10.33932
426|Nerta|Vale|Maye|10.89030|10.56552
427|Cam|Morehouse|Lesly|10.93961|10.59669
428|Flory|Jacinda|Beatriz|10.15197|10.51343
429|Amii|Cleavland|Therine|10.21306|10.72574
430|Janis|Orlene|Frank|10.58619|10.76285
431|Maurene|Fiann|Eve|10.24646|10.36362
432|Jennica|Dearborn|Vevay|10.47403|10.58441
433|Kate|Silvan|Teriann|10.75514|10.65974
434|Janis|Alwin|Phedra|10.46348|10.26551
435|Shaylyn|Pandolfi|Rori|10.97512|10.00884
436|Gusella|Frodi|Andeee|10.91758|10.60680
437|Coral|Gino|Libbie|10.17168|10.57464
438|Robbi|Ader|Alleen|10.51157|10.74940
439|Giustina|Thornburg|Agathe|10.78352|10.18213
440|Cherilyn|Deegan|Deirdre|10.43406|10.46140
441|Minne|Granoff|Aigneis|10.95733|10.88371
442|Lucy|Land|Carolina|10.40861|10.14323
443|Sherrie|Ruvolo|Elvira|10.39970|10.53892
444|Concettina|Garek|Melisent|10.71505|10.29495
445|Gale|Bivins|Juliane|10.46895|10.42725
446|Merrie|Iiette|Leia|10.21962|10.35157
447|Shel|Faust|Natka|10.67142|10.81400
448|Mignon|Terencio|Dianemarie|10.44316|10.58527
449|Carly|Mintz|Diena|10.10201|10.91112
450|Maisey|Pearse|Sheelagh|10.80433|10.45878
451|Riannon|Pattin|Jean|10.85483|10.65348
452|Mady|Myrilla|Bernardine|10.23099|10.65007
453|Karina|Brackely|Flory|10.89524|10.73123
454|Merci|Tillford|Asia|10.65461|10.20332
455|Donnie|Stelle|Alie|10.57802|10.22474
456|Therine|Dichy|Rosabelle|10.72340|10.80224
457|Kristina|Junie|Giustina|10.01886|10.58990
458|Krystle|Saree|Valera|10.35481|10.13763
459|June|Nedrud|Sibella|10.67893|10.04579
460|Beatriz|Adrienne|Queenie|10.26448|10.13216
461|Riannon|Joachim|Alleen|10.35556|10.51122
462|Genevra|Krystle|Edyth|10.70440|10.06262
463|Cecile|Beniamino|Wendi|10.28361|10.55623
464|Sindee|Wadell|Pierette|10.40741|10.30927
465|Ellette|Regan|Shel|10.96607|10.09334
466|Brietta|Socha|Veda|10.71837|10.92376
467|Celestyna|Lissi|Joane|10.70147|10.46125
468|Raf|Friede|Fernande|10.66699|10.89626
469|Joceline|Bigner|Hermione|10.69257|10.28373
470|Madalyn|Evvie|Alia|10.52907|10.02457
471|Belinda|Penelopa|Kylynn|10.84141|10.68047
472|Harmonia|Bibi|Marika|10.80338|10.78615
473|Candi|Leler|Kaja|10.59302|10.29296
474|Gisela|Ophelia|Joane|10.71273|10.30126
475|Korrie|Oneida|Regina|10.82687|10.95588
476|Rochette|Durware|Edee|10.68183|10.94857
477|Cristabel|Haymes|Cecile|10.50816|10.86484
478|Coral|Wenda|Sonni|10.47473|10.42551
479|Ronna|Mich|Alyssa|10.21357|10.36590
480|Fina|Merell|Lita|10.82087|10.09775
481|Ariela|Devlen|Nannie|10.71076|10.68266
482|Roz|Nore|Kerrin|10.04914|10.76614
483|Halette|Giff|Flory|10.92013|10.17062
484|Claudina|Arathorn|Jordan|10.06942|10.86024
485|Jean|Sacken|Rivalee|10.27048|10.07221
486|Elyssa|Stav|Yvonne|10.29599|10.26806
487|Margalo|Lynn|Sissy|10.56807|10.06356
488|Liana|Chobot|Corene|10.79181|10.17102
489|Beatriz|Vary|Libbie|10.71085|10.16260
490|Valera|Merell|Daune|10.16654|10.94064
491|Evaleen|Bivins|Korrie|10.15794|10.85559
492|Elka|Tound|Marleah|10.72514|10.66557
493|Debee|Malanie|Oralee|10.14308|10.22393
494|Therine|Cristi|Mireielle|10.64056|10.45069
495|Latisha|Roumell|Leanna|10.56742|10.58986
496|Zondra|Darrell|Vita|10.77560|10.84781
497|Gianina|Bethany|Rhoda|10.84309|10.79295
498|Rayna|Katrine|Tamqrah|10.05028|10.44253
499|Carree|Bearnard|Agnese|10.84129|10.30252
500|Melanie|Pernick|Jasmina|10.34203|10.74130
501|Alejandra|Zina|Nelle|10.31233|10.96854
502|Lila|Grobe|Trudie|10.14905|10.86224
503|Janeczka|Nester|Imojean|10.20207|10.08104
504|Mureil|Joli|Stephanie|10.93080|10.80324
505|Clo|Borrell|Amelia|10.23606|10.41092
506|Magdalena|Meli|Hallie|10.79831|10.09323
507|Reeba|Erskine|Dolli|10.01071|10.32482
508|Susan|Hoenack|Rosene|10.18149|10.11433
509|Gretal|Vilma|Shell|10.00070|10.78148
510|Dotty|Cadmar|Tressa|10.84782|10.58842
511|Audrie|Chinua|Vivia|10.73418|10.05690
512|Cherrita|Wesle|Sidoney|10.90187|10.99958
513|Elvira|Armanda|Therine|10.92049|10.88956
514|Celisse|Riva|Stevana|10.97150|10.11028
515|Magdalena|Waite|Emmey|10.80415|10.46468
516|Ingrid|Richers|Addia|10.98538|10.45845
517|Chrystel|Ax|Misha|10.79959|10.21517
518|Ninnetta|Eckblad|Alyda|10.09575|10.72173
519|Henriette|Fosque|Ketti|10.86013|10.12969
